# Detector n: 1 Z
5 78 0. 0.
6 78 0. 0.
7 78 0. 0.
8 78 0. 0.
9 78 0. 0.
10 78 0. 0.
11 78 0. 0.
12 78 0. 0.
13 78 0. 0.
14 78 0. 0.
15 78 0. 0.
16 78 0. 0.
17 78 0. 0.
18 78 0. 0.
19 78 0. 0.
20 78 0. 0.
21 78 0. 0.
22 78 0. 0.
23 78 0. 0.
24 78 0. 0.
25 78 0. 0.
26 78 0. 0.
27 78 0. 0.
28 78 0. 0.
29 78 0. 0.
30 78 0. 0.
31 78 0. 0.
32 78 0. 0.
33 78               0 0
34 78               0 0

# Block n: 3 A:79
1 79 0. 0.
2 79 0. 0.
3 79 0. 0.
4 79 0. 0.
5 79 0. 0.
6 79 0. 0.
7 79 0. 0.
8 79 0. 0.
9 79 0. 0.
10 79 0. 0.
11 79 0. 0.
12 79 0. 0.
13 79 0. 0.
14 79 0. 0.
15 79 0. 0.
16 79 0. 0.
17 79 0. 0.
18 79 0. 0.
19 79 0. 0.
20 79 0. 0.
21 79 0. 0.
22 79 0. 0.
23 79 0. 0.
24 79 0. 0.
25 79 0. 0.
26 79 0. 0.
27 79 0. 0.
28 79 0. 0.
29 79 0. 0.
30 79 0. 0.
31 79 0. 0.
32 79 0. 0.
33 79 0. 0.
34 79               0 0

# Block n: 3 A:80
1 80 0. 0.
2 80 0. 0.
3 80 0. 0.
4 80 0. 0.
5 80 0. 0.
6 80 0. 0.
7 80 0. 0.
8 80 0. 0.
9 80 0. 0.
10 80 0. 0.
11 80 0. 0.
12 80 0. 0.
13 80 0. 0.
14 80 0. 0.
15 80 0. 0.
16 80 0. 0.
17 80 0. 0.
18 80 0. 0.
19 80 0. 0.
20 80 0. 0.
21 80 0. 0.
22 80 0. 0.
23 80 0. 0.
24 80 0. 0.
25 80 0. 0.
26 80 0. 0.
27 80 0. 0.
28 80 0. 0.
29 80 0. 0.
30 80 0. 0.
31 80 0. 0.
32 80 0. 0.
33 80 0. 0.
34 80               0 0

